Address,Parcel ID,Contractor Name,Price,Primary Funding Source,Demolition Date,Commercial Building,Council_District,Neighborhood,Latitude,Longitude,Location,Street Direction,Street Number,Street Name,Street Type
14944 Joy Rd,22003094.,Able Demolition,15756.00,Non-HHF,09/17/2015,Yes,7,We Care Community,42.358505,-83.19142,"location
(42.358505, -83.19142)",,14944,JOY RD,Rd
3064 Sheridan,17012744.002L,Homrich,17300.00,HHF,09/17/2015,No,5,Islandview,42.363337,-83.00881,"location
(42.363337, -83.00881)",,3064,SHERIDAN,St
1721 Clements,06003933.,Rickman Enterprise Group,22210.00,HHF,09/17/2015,No,2,Oakman Blvd Community,42.397079,-83.113525,"location
(42.397079, -83.113525)",,1721,CLEMENTS,St
3636 Haverhill,21069956.,DMC Consultants,16130.51,HHF,09/17/2015,No,4,Morningside,42.39208,-82.936489,"location
(42.39208, -82.936489)",,3636,HAVERHILL,St
8464 Stout,22100986.022,"Adamo Group, Inc.",13509.00,HHF,09/17/2015,No,7,Warrendale,42.354825,-83.239137,"location
(42.354825, -83.239137)",,8464,STOUT,St
8437 Faust,22079288.,Rickman Enterprise Group,13020.00,HHF,09/17/2015,No,7,Warrendale,42.354702,-83.221548,"location
(42.354702, -83.221548)",,8437,FAUST,Ave
833 Continental,21048194.,DMC Consultants,20310.00,HHF,09/17/2015,No,4,Jefferson Chalmers,42.367991,-82.953497,"location
(42.367991, -82.953497)",,833,CONTINENTAL,St
5282 Chalmers,21055428.,DMC Consultants,17570.00,HHF,09/17/2015,No,4,Chandler Park-Chalmers,42.398406,-82.96019,"location
(42.398406, -82.96019)",,5282,CHALMERS,St
4853 Maxwell,17008594.,Homrich,20200.00,HHF,09/17/2015,No,5,Gratiot-Grand,42.375889,-83.010406,"location
(42.375889, -83.010406)",,4853,MAXWELL,St
12891 Faust,22079191.,Rickman Enterprise Group,20330.00,HHF,09/17/2015,No,1,Schoolcraft Southfield,42.383226,-83.22251,"location
(42.383226, -83.22251)",,12891,FAUST,Ave
7786 Stout,22100981.,"Adamo Group, Inc.",14929.00,HHF,09/17/2015,No,7,Warrendale,42.349405,-83.23894,"location
(42.349405, -83.23894)",,7786,STOUT,St
4884 Haverhill,21070037.,DMC Consultants,22860.00,HHF,09/17/2015,No,4,Morningside,42.400829,-82.942218,"location
(42.400829, -82.942218)",,4884,HAVERHILL,St
11724 Faust,22078596.,Rickman Enterprise Group,13380.00,HHF,09/17/2015,No,7,Southfield Plymouth,42.374036,-83.221395,"location
(42.374036, -83.221395)",,11724,FAUST,Ave
12128 W Outer Drive,22125914.,"Adamo Group, Inc.",11619.00,HHF,09/17/2015,No,1,Brightmoor,42.389604,-83.256933,"location
(42.389604, -83.256933)",W,12128,OUTER DRIVE,Dr
8450 Greenview,22079683.,Rickman Enterprise Group,21380.00,HHF,09/17/2015,No,7,Warrendale,42.354932,-83.222083,"location
(42.354932, -83.222083)",,8450,GREENVIEW,Ave
2950 Chalmers,21055299.,DMC Consultants,17196.00,HHF,09/17/2015,No,4,Riverbend,42.383692,-82.950795,"location
(42.383692, -82.950795)",,2950,CHALMERS,St
8600 Faust,22078499.,Rickman Enterprise Group,13260.00,HHF,09/17/2015,No,7,Warrendale,42.356075,-83.220908,"location
(42.356075, -83.220908)",,8600,FAUST,Ave
5263 Proctor,18012835.,Farrow Group,12900.00,HHF,09/17/2015,No,6,Claytown,42.333822,-83.137828,"location
(42.333822, -83.137828)",,5263,PROCTOR,St
4815 Lakepointe,21065138.,DMC Consultants,13076.89,HHF,09/17/2015,No,4,Morningside,42.396625,-82.950684,"location
(42.396625, -82.950684)",,4815,LAKEPOINTE,St
8835 Stout,22102057.,"Adamo Group, Inc.",8764.00,HHF,09/17/2015,No,7,Franklin Park,42.358085,-83.239952,"location
(42.358085, -83.239952)",,8835,STOUT,St
7730 Stout,22100973.,"Adamo Group, Inc.",13429.00,HHF,09/17/2015,No,7,Warrendale,42.348637,-83.238908,"location
(42.348637, -83.238908)",,7730,STOUT,St
8827 Stout,22102058.,"Adamo Group, Inc.",13820.00,HHF,09/17/2015,No,7,Franklin Park,42.357989,-83.239951,"location
(42.357989, -83.239951)",,8827,STOUT,St
8400 Stout,22100986.015,"Adamo Group, Inc.",12619.00,HHF,09/17/2015,No,7,Warrendale,42.354001,-83.239105,"location
(42.354001, -83.239105)",,8400,STOUT,St
11428 N Martindale,14007632.,"Adamo Group, Inc.",11750.00,Non-HHF,09/17/2015,No,7,Nardin Park,42.376126,-83.130236,"location
(42.376126, -83.130236)",N,11428,MARTINDALE,St
5526 Haverhill,21070069.,DMC Consultants,13720.00,HHF,09/17/2015,No,4,Morningside,42.405123,-82.944995,"location
(42.405123, -82.944995)",,5526,HAVERHILL,St
853 Conner,21046461.,DMC Consultants,13960.51,HHF,09/17/2015,No,4,Jefferson Chalmers,42.366895,-82.957275,"location
(42.366895, -82.957275)",,853,CONNER,St
8505 Faust,22079279.,Rickman Enterprise Group,20590.00,HHF,09/17/2015,No,7,Warrendale,42.35561,-83.221578,"location
(42.35561, -83.221578)",,8505,FAUST,Ave
5528 Lakepointe,21064672.,DMC Consultants,14078.51,HHF,09/17/2015,No,4,Morningside,42.401985,-82.953529,"location
(42.401985, -82.953529)",,5528,LAKEPOINTE,St
5944 Lakepointe,21064698.,DMC Consultants,13979.25,HHF,09/17/2015,No,4,Morningside,42.405442,-82.955881,"location
(42.405442, -82.955881)",,5944,LAKEPOINTE,St
4857 Lakepointe,21065132.,DMC Consultants,12548.00,HHF,09/17/2015,No,4,Morningside,42.397147,-82.951033,"location
(42.397147, -82.951033)",,4857,LAKEPOINTE,St
4806 Haverhill,21070027.,DMC Consultants,15978.51,HHF,09/17/2015,No,4,Morningside,42.399837,-82.941567,"location
(42.399837, -82.941567)",,4806,HAVERHILL,St
3919 Haverhill,21070314.,DMC Consultants,16060.00,HHF,09/17/2015,No,4,Morningside,42.393296,-82.938002,"location
(42.393296, -82.938002)",,3919,HAVERHILL,St
2901 Baldwin,17011662.,Homrich,22700.00,HHF,09/17/2015,No,5,Islandview,42.361782,-83.006256,"location
(42.361782, -83.006256)",,2901,BALDWIN,St
15667 Fairmount Dr,21025434.,DMC Consultants,14369.00,HHF,09/16/2015,No,3,Regent Park,42.444947,-82.95961,"location
(42.444947, -82.95961)",,15667,FAIRMOUNT DR,Dr
19150 Cliff,15006385.,DMC Consultants,21800.00,HHF,09/16/2015,No,3,Nortown,42.43468,-83.028206,"location
(42.43468, -83.028206)",,19150,CLIFF,St
4748 Fischer,19010573.,DMC Consultants,13120.00,HHF,09/16/2015,No,5,Gratiot Woods,42.377344,-83.004507,"location
(42.377344, -83.004507)",,4748,FISCHER,Ave
8100 Stahelin,22082849.,"Adamo Group, Inc.",11149.00,HHF,09/16/2015,No,7,Warrendale,42.351977,-83.224287,"location
(42.351977, -83.224287)",,8100,STAHELIN,Ave
7655 Stahelin,22083972.,"Adamo Group, Inc.",13344.00,HHF,09/16/2015,No,7,Warrendale,42.347765,-83.224838,"location
(42.347765, -83.224838)",,7655,STAHELIN,Ave
15830 Edmore Dr,21026465.,DMC Consultants,13072.00,HHF,09/16/2015,No,3,Regent Park,42.447088,-82.957925,"location
(42.447088, -82.957925)",,15830,EDMORE DR,Dr
7466 St Marys,22058272.,"Adamo Group, Inc.",9919.00,HHF,09/16/2015,No,7,Warren Ave Community,42.346935,-83.203461,"location
(42.346935, -83.203461)",,7466,ST MARYS,St
15829 Livernois,16017858.,Able Demolition,12072.03,Non-HHF,09/16/2015,Yes,2,Fitzgerald/Marygrove,42.40803,-83.140823,"location
(42.40803, -83.140823)",,15829,LIVERNOIS,Ave
8418 Faust,22078487.,Rickman Enterprise Group,11370.00,HHF,09/16/2015,No,7,Warrendale,42.354611,-83.220854,"location
(42.354611, -83.220854)",,8418,FAUST,Ave
7508 Melrose,05004605.,Able Demolition,11000.00,Non-HHF,09/16/2015,No,5,North End,42.375884,-83.064121,"location
(42.375884, -83.064121)",,7508,MELROSE,St
19375 Algonac,17015729.,Homrich,19700.00,HHF,09/16/2015,No,3,Pulaski,42.437393,-83.010535,"location
(42.437393, -83.010535)",,19375,ALGONAC,St
7421 St Marys,22059450.,"Adamo Group, Inc.",10404.00,HHF,09/16/2015,No,7,Warren Ave Community,42.346299,-83.204056,"location
(42.346299, -83.204056)",,7421,ST MARYS,St
16253 Lappin,21021920.,Homrich,19300.00,HHF,09/16/2015,No,3,Regent Park,42.437707,-82.952322,"location
(42.437707, -82.952322)",,16253,LAPPIN,St
7831 St Marys,22059416.,"Adamo Group, Inc.",13249.00,HHF,09/16/2015,No,7,Warren Ave Community,42.350201,-83.20421,"location
(42.350201, -83.20421)",,7831,ST MARYS,St
7356 St Marys,22058262.,"Adamo Group, Inc.",8939.00,HHF,09/16/2015,No,7,Warren Ave Community,42.345812,-83.203412,"location
(42.345812, -83.203412)",,7356,ST MARYS,St
19231 Algonac,17015740.,Homrich,21800.00,HHF,09/16/2015,No,3,Pulaski,42.436161,-83.01049,"location
(42.436161, -83.01049)",,19231,ALGONAC,St
7333 Stahelin,22083990.,"Adamo Group, Inc.",10684.00,HHF,09/16/2015,No,7,Warrendale,42.345256,-83.224747,"location
(42.345256, -83.224747)",,7333,STAHELIN,Ave
16829 Tireman,22001193-4,"Adamo Group, Inc.",16910.00,HHF,09/16/2015,No,7,Warren Ave Community,42.350426,-83.210174,"location
(42.350426, -83.210174)",,16829,TIREMAN,St
7248 St Marys,22058247.,"Adamo Group, Inc.",10404.00,HHF,09/16/2015,No,7,Warren Ave Community,42.344355,-83.203335,"location
(42.344355, -83.203335)",,7248,ST MARYS,St
18720 Tireman,22001745-9,"Adamo Group, Inc.",11593.00,HHF,09/16/2015,No,7,Warrendale,42.35076,-83.223989,"location
(42.35076, -83.223989)",,18720,TIREMAN,St
8236 Stahelin,22082857.,"Adamo Group, Inc.",10049.00,HHF,09/16/2015,No,7,Warrendale,42.352883,-83.224339,"location
(42.352883, -83.224339)",,8236,STAHELIN,Ave
544 E Euclid,03002184.,DMC Consultants,18638.13,HHF,09/16/2015,No,5,North End,42.379411,-83.071113,"location
(42.379411, -83.071113)",E,544,EUCLID,St
8101 Stahelin,22083936.,"Adamo Group, Inc.",8809.00,HHF,09/16/2015,No,7,Warrendale,42.351964,-83.225063,"location
(42.351964, -83.225063)",,8101,STAHELIN,Ave
7474 St Marys,22058273.,"Adamo Group, Inc.",8809.00,HHF,09/16/2015,No,7,Warren Ave Community,42.347031,-83.203466,"location
(42.347031, -83.203466)",,7474,ST MARYS,St
7701 St Marys,22059432.,"Adamo Group, Inc.",15535.00,HHF,09/16/2015,No,7,Warren Ave Community,42.348443,-83.204139,"location
(42.348443, -83.204139)",,7701,ST MARYS,St
15231 E State Fair,21024511.,Homrich,16500.00,HHF,09/16/2015,No,3,Regent Park,42.442968,-82.965076,"location
(42.442968, -82.965076)",E,15231,STATE FAIR,St
7764 St Marys,22058295.,"Adamo Group, Inc.",14749.00,HHF,09/16/2015,No,7,Warren Ave Community,42.349302,-83.203568,"location
(42.349302, -83.203568)",,7764,ST MARYS,St
7410 St Marys,22058264.,"Adamo Group, Inc.",12009.00,HHF,09/16/2015,No,7,Warren Ave Community,42.346167,-83.203425,"location
(42.346167, -83.203425)",,7410,ST MARYS,St
5269 Proctor,18012834.,Able Demolition,14600.00,Non-HHF,09/16/2015,No,6,Claytown,42.333895,-83.13788,"location
(42.333895, -83.13788)",,5269,PROCTOR,St
19230 Rogge,15006506.,Homrich,14300.00,HHF,09/16/2015,No,3,Nortown,42.435764,-83.029446,"location
(42.435764, -83.029446)",,19230,ROGGE,St
8340 Lyndon,16005954-8,Able Demolition,14518.75,Non-HHF,09/16/2015,Yes,7,Chalfonte,42.395525,-83.152879,"location
(42.395525, -83.152879)",,8340,LYNDON,St
8278 Stahelin,22082863.,"Adamo Group, Inc.",10699.00,HHF,09/16/2015,No,7,Warrendale,42.35346,-83.224359,"location
(42.35346, -83.224359)",,8278,STAHELIN,Ave
7736 St Marys,22058291.,"Adamo Group, Inc.",9809.00,HHF,09/16/2015,No,7,Warren Ave Community,42.348919,-83.20355,"location
(42.348919, -83.20355)",,7736,ST MARYS,St
18711 Sawyer,22000950-1,"Adamo Group, Inc.",16029.00,HHF,09/16/2015,No,7,Warrendale,42.346748,-83.223561,"location
(42.346748, -83.223561)",,18711,SAWYER,St
18545 Sawyer,22000932-5,"Adamo Group, Inc.",5977.00,HHF,09/16/2015,No,7,Warrendale,42.34677,-83.221755,"location
(42.34677, -83.221755)",,18545,SAWYER,St
15293 Coram,21022148.,Homrich,14100.00,HHF,09/15/2015,No,3,Regent Park,42.438404,-82.96369,"location
(42.438404, -82.96369)",,15293,CORAM,St
15908 Liberal,21022655.,Homrich,23400.00,HHF,09/15/2015,No,3,Regent Park,42.439829,-82.956142,"location
(42.439829, -82.956142)",,15908,LIBERAL,St
16276 Coram,21021991.,Homrich,17700.00,HHF,09/15/2015,No,3,Regent Park,42.438089,-82.951888,"location
(42.438089, -82.951888)",,16276,CORAM,St
4117 Crane,19010213-4,DMC Consultants,15850.00,HHF,09/15/2015,No,5,Gratiot Woods,42.372882,-83.000728,"location
(42.372882, -83.000728)",,4117,CRANE,St
11222 Charlemagne,21010317.,DMC Consultants,18740.00,HHF,09/15/2015,No,4,Gratiot-Findlay,42.408326,-82.99637,"location
(42.408326, -82.99637)",,11222,CHARLEMAGNE,Ave
15848 Liberal,21022663.,Homrich,23100.00,HHF,09/15/2015,No,3,Regent Park,42.439815,-82.957297,"location
(42.439815, -82.957297)",,15848,LIBERAL,St
4221 Martin,18011151.,"Adamo Group, Inc.",22519.00,Non-HHF,09/15/2015,No,6,Claytown,42.329766,-83.126839,"location
(42.329766, -83.126839)",,4221,MARTIN,St
9601 Auburn,22092789.,Esso Wrecking Co.,12810.00,HHF,09/14/2015,No,7,Franklin Park,42.366232,-83.23402,"location
(42.366232, -83.23402)",,9601,AUBURN,St
7752 Rutherford,22055726.,"Adamo Group, Inc.",10144.00,HHF,09/14/2015,No,7,Warren Ave Community,42.34913,-83.201083,"location
(42.34913, -83.201083)",,7752,RUTHERFORD,St
9587 Cameron,05004482-3,DMC Consultants,12613.00,HHF,09/14/2015,No,5,North End,42.389969,-83.073429,"location
(42.389969, -83.073429)",,9587,CAMERON,St
2926 Charlevoix,11001166.,DMC Consultants,15160.25,HHF,09/14/2015,No,5,McDougall-Hunt,42.35327,-83.02813,"location
(42.35327, -83.02813)",,2926,CHARLEVOIX,St
13947 Rockdale,22114514.,"Adamo Group, Inc.",15910.00,HHF,09/14/2015,No,1,Brightmoor,42.386654,-83.257999,"location
(42.386654, -83.257999)",,13947,ROCKDALE,St
7337 Rosemont,22077320.,"Adamo Group, Inc.",11709.00,HHF,09/14/2015,No,7,Warrendale,42.345349,-83.218774,"location
(42.345349, -83.218774)",,7337,ROSEMONT,Ave
8200 Auburn,22092227.,Esso Wrecking Co.,12510.00,HHF,09/14/2015,No,7,Warrendale,42.352308,-83.232951,"location
(42.352308, -83.232951)",,8200,AUBURN,St
2731 Burnside,09005501.,DMC Consultants,13377.00,HHF,09/14/2015,No,3,Campau/Banglatown,42.407477,-83.066238,"location
(42.407477, -83.066238)",,2731,BURNSIDE,St
3631 Charlevoix,13001072.,DMC Consultants,14500.75,HHF,09/14/2015,No,5,McDougall-Hunt,42.356521,-83.020891,"location
(42.356521, -83.020891)",,3631,CHARLEVOIX,St
8246 Auburn,22092233.,Esso Wrecking Co.,12610.00,HHF,09/14/2015,No,7,Warrendale,42.352904,-83.232975,"location
(42.352904, -83.232975)",,8246,AUBURN,St
7865 Rutherford,22056752.,"Adamo Group, Inc.",14289.00,HHF,09/14/2015,No,7,Warren Ave Community,42.350679,-83.201831,"location
(42.350679, -83.201831)",,7865,RUTHERFORD,St
12099 Auburn,22092738.,Esso Wrecking Co.,16110.00,HHF,09/14/2015,No,7,Weatherby,42.375561,-83.234266,"location
(42.375561, -83.234266)",,12099,AUBURN,St
14880 Rockdale,22114169.,"Adamo Group, Inc.",7243.00,HHF,09/14/2015,No,1,Brightmoor,42.396597,-83.257655,"location
(42.396597, -83.257655)",,14880,ROCKDALE,St
7329 Rosemont,22077321.,"Adamo Group, Inc.",19478.00,HHF,09/14/2015,No,7,Warrendale,42.345239,-83.218771,"location
(42.345239, -83.218771)",,7329,ROSEMONT,Ave
8685 Auburn,22092861.,Esso Wrecking Co.,12810.00,HHF,09/14/2015,No,7,Warrendale,42.357001,-83.233845,"location
(42.357001, -83.233845)",,8685,AUBURN,St
422 Luther,20016359.,Able Demolition,5858.00,Non-HHF,09/14/2015,No,6,Oakwood Heights,42.291164,-83.148803,"location
(42.291164, -83.148803)",,422,LUTHER,St
13611 Tacoma,21023747.,Blue Star,15500.00,HHF,09/14/2015,No,3,Franklin,42.441611,-82.985057,"location
(42.441611, -82.985057)",,13611,TACOMA,St
7476 Rutland,22068556.,"Adamo Group, Inc.",21249.00,HHF,09/14/2015,No,7,Warren Ave Community,42.346933,-83.212436,"location
(42.346933, -83.212436)",,7476,RUTLAND,St
19510 Sawyer,22001020.,"Adamo Group, Inc.",9164.00,HHF,09/14/2015,No,7,Warrendale,42.347059,-83.232167,"location
(42.347059, -83.232167)",,19510,SAWYER,St
20011 Annott,21035570.,Blue Star,13900.00,HHF,09/14/2015,No,3,Conner Creek,42.443781,-83.002939,"location
(42.443781, -83.002939)",,20011,ANNOTT,St
13430 E State Fair,21024146.,Blue Star,13500.00,HHF,09/14/2015,No,3,Pulaski,42.441913,-82.987128,"location
(42.441913, -82.987128)",E,13430,STATE FAIR,St
8317 Auburn,22092889.,Esso Wrecking Co.,12810.00,HHF,09/14/2015,No,7,Warrendale,42.353855,-83.233721,"location
(42.353855, -83.233721)",,8317,AUBURN,St
6836 Auburn,22092157.,Esso Wrecking Co.,12910.00,HHF,09/14/2015,No,7,Warrendale,42.341501,-83.232481,"location
(42.341501, -83.232481)",,6836,AUBURN,St
8634 Auburn,22092265.,Esso Wrecking Co.,12910.00,HHF,09/14/2015,No,7,Warrendale,42.356338,-83.233112,"location
(42.356338, -83.233112)",,8634,AUBURN,St
20236 Revere,13022554.,DMC Consultants,12390.00,HHF,09/14/2015,No,3,Farwell,42.444639,-83.068607,"location
(42.444639, -83.068607)",,20236,REVERE,St
1239 Concord,15011753.,DMC Consultants,17940.00,HHF,09/14/2015,No,5,Islandview,42.351933,-83.009461,"location
(42.351933, -83.009461)",,1239,CONCORD,St
8508 Auburn,22092259.,Esso Wrecking Co.,12510.00,HHF,09/14/2015,No,7,Warrendale,42.355542,-83.233076,"location
(42.355542, -83.233076)",,8508,AUBURN,St
7700 Rutland,22068568.,"Adamo Group, Inc.",19879.00,HHF,09/14/2015,No,7,Warren Ave Community,42.348311,-83.212485,"location
(42.348311, -83.212485)",,7700,RUTLAND,St
7501 Rutland,22069084.,"Adamo Group, Inc.",17789.00,HHF,09/14/2015,No,7,Warren Ave Community,42.347288,-83.213049,"location
(42.347288, -83.213049)",,7501,RUTLAND,St
6760 Auburn,22092146.,Esso Wrecking Co.,15050.00,HHF,09/14/2015,No,7,Warrendale,42.340445,-83.232447,"location
(42.340445, -83.232447)",,6760,AUBURN,St
96 Calvert,02001560.,DMC Consultants,14492.00,HHF,09/14/2015,No,5,Gateway Community,42.389,-83.088099,"location
(42.389, -83.088099)",,96,CALVERT,St
12923 E State Fair,21024301-3,Blue Star,15700.00,HHF,09/14/2015,No,3,Conner Creek,42.442275,-82.992142,"location
(42.442275, -82.992142)",E,12923,STATE FAIR,St
4475 Carpenter,13006428.,DMC Consultants,15599.51,HHF,09/14/2015,No,3,Buffalo Charles,42.409094,-83.053695,"location
(42.409094, -83.053695)",,4475,CARPENTER,St
7400 Rosemont,22076145.,"Adamo Group, Inc.",8398.00,HHF,09/14/2015,No,7,Warrendale,42.346235,-83.218146,"location
(42.346235, -83.218146)",,7400,ROSEMONT,Ave
7857 Rutherford,22056753.,"Adamo Group, Inc.",15589.00,HHF,09/14/2015,No,7,Warren Ave Community,42.350582,-83.201824,"location
(42.350582, -83.201824)",,7857,RUTHERFORD,St
2493 Concord,15011705.,DMC Consultants,21085.00,HHF,09/14/2015,No,5,Islandview,42.357646,-83.013208,"location
(42.357646, -83.013208)",,2493,CONCORD,St
3641 Charlevoix,13001074-5,DMC Consultants,14760.64,HHF,09/14/2015,No,5,McDougall-Hunt,42.356612,-83.020641,"location
(42.356612, -83.020641)",,3641,CHARLEVOIX,St
16308 Coram,21021987.,Homrich,23400.00,HHF,09/14/2015,No,3,Regent Park,42.438161,-82.951259,"location
(42.438161, -82.951259)",,16308,CORAM,St
8307 Rosemont,22077245.,"Adamo Group, Inc.",11097.00,HHF,09/14/2015,No,7,Warrendale,42.353917,-83.219101,"location
(42.353917, -83.219101)",,8307,ROSEMONT,Ave
8403 Auburn,22092888.,Esso Wrecking Co.,13110.00,HHF,09/14/2015,No,7,Warrendale,42.354119,-83.233729,"location
(42.354119, -83.233729)",,8403,AUBURN,St
8516 Auburn,22092260.,Esso Wrecking Co.,12410.00,HHF,09/14/2015,No,7,Warrendale,42.355652,-83.233079,"location
(42.355652, -83.233079)",,8516,AUBURN,St
8434 Auburn,22092249.,Esso Wrecking Co.,12510.00,HHF,09/14/2015,No,7,Warrendale,42.354555,-83.23304,"location
(42.354555, -83.23304)",,8434,AUBURN,St
19500 Sawyer,22001021.,"Adamo Group, Inc.",11969.00,HHF,09/14/2015,No,7,Warrendale,42.347061,-83.232039,"location
(42.347061, -83.232039)",,19500,SAWYER,St
2667 Monterey,10003407.,Rickman Enterprise Group,25920.00,Non-HHF,09/14/2015,No,5,Dexter-Linwood,42.384602,-83.117885,"location
(42.384602, -83.117885)",,2667,MONTEREY,St
7720 Rutherford,22055722.,"Adamo Group, Inc.",8049.00,HHF,09/14/2015,No,7,Warren Ave Community,42.348691,-83.201063,"location
(42.348691, -83.201063)",,7720,RUTHERFORD,St
4499 Fischer,17005918.,Timesavers Contracting,15400.00,Non-HHF,09/11/2015,No,5,Gratiot Woods,42.3757,-83.003995,"location
(42.3757, -83.003995)",,4499,FISCHER,Ave
14215 Houston-Whittier,21014516.,Rickman Enterprise Group,16370.00,HHF,09/11/2015,No,4,Mapleridge,42.420875,-82.976518,"location
(42.420875, -82.976518)",,14215,HOUSTON-WHITTIER,Ave
6451 Warwick,22086765.,"Adamo Group, Inc.",13741.00,HHF,09/11/2015,No,7,Warrendale,42.338127,-83.227013,"location
(42.338127, -83.227013)",,6451,WARWICK,St
13661 Washburn,16039892.,Timesavers Contracting,15400.00,Non-HHF,09/11/2015,No,7,Northwest Community,42.388329,-83.160611,"location
(42.388329, -83.160611)",,13661,WASHBURN,St
4413 Oregon,14002149.002L,"Adamo Group, Inc.",21634.00,HHF,09/11/2015,No,6,Midwest,42.358526,-83.117835,"location
(42.358526, -83.117835)",,4413,OREGON,St
14102 Washburn,16039089.,Timesavers Contracting,15400.00,Non-HHF,09/11/2015,No,7,Northwest Community,42.390419,-83.160009,"location
(42.390419, -83.160009)",,14102,WASHBURN,St
13635 Meyers,22020500-1,"Adamo Group, Inc.",21057.00,HHF,09/11/2015,No,7,Grand River-I96,42.387712,-83.169011,"location
(42.387712, -83.169011)",,13635,MEYERS,Rd
14223 Houston-Whittier,21014517.,Rickman Enterprise Group,19700.00,HHF,09/11/2015,No,4,Mapleridge,42.420878,-82.976389,"location
(42.420878, -82.976389)",,14223,HOUSTON-WHITTIER,Ave
13902 Houston-Whittier,21014434.,Rickman Enterprise Group,17050.00,HHF,09/11/2015,No,4,Eden Gardens,42.420233,-82.982066,"location
(42.420233, -82.982066)",,13902,HOUSTON-WHITTIER,Ave
14633 Houston-Whittier,21014542.,Rickman Enterprise Group,20360.00,HHF,09/11/2015,No,4,Mapleridge,42.42095,-82.971671,"location
(42.42095, -82.971671)",,14633,HOUSTON-WHITTIER,Ave
